product_id,name,category,cost,rating,review,image_path
406,Board Game Travel X48,Office,265.26,3.7,"Amazing sound quality, worth every penny! Highly recommended.",E_commerce/data/images/board_game_travel_x48.jpg
407,Beige HDD Eco,Pet Supplies,122.13,3.8,Kept me up all night reading! Would buy again.,E_commerce/data/images/beige_hdd_eco.jpg
408,Lite Chair Series 259,Kitchen,230.37,3.6,Great support for long runs. Highly recommended.,E_commerce/data/images/lite_chair_series_259.jpg
409,Compact Router Series 465,Outdoors,682.99,3.9,"Secure fit, lightweight. Highly recommended.",E_commerce/data/images/compact_router_series_465.jpg
410,Vintage Sofa - Purple Edition,Pet Supplies,263.8,3.6,Inspirational and practical advice. Works well.,E_commerce/data/images/vintage_sofa_purple_edition.jpg
411,Neoprene Cookbook Essential,Gaming,378.47,3.5,"Amazing sound quality, worth every penny! Would buy again.",E_commerce/data/images/neoprene_cookbook_essential.jpg
412,Ultra Hose Series 647,Garden,568.7,4.0,"Powerful motor, mixes everything smoothly. Works well.",E_commerce/data/images/ultra_hose_series_647.jpg
413,Eco Camera Series 293,Automotive,412.91,2.6,Good value. Kept me up all night reading!,E_commerce/data/images/eco_camera_series_293.jpg
414,Desk Smart S49,Home & Garden,488.39,4.3,Inspirational and practical advice. Works well.,E_commerce/data/images/desk_smart_s49.jpg
415,Deluxe Speaker Series 396,Toys,127.37,3.2,"Perfect length, material is soft. Works well.",E_commerce/data/images/deluxe_speaker_series_396.jpg
416,Cotton T-Shirt Ultra,Clothing,250.02,3.7,Gripping story from start to finish. Highly recommended.,E_commerce/data/images/cotton_t_shirt_ultra.jpg
417,Comfort Grill Series 419,Clothing,478.77,4.1,Good value. Stylish and holds water well.,E_commerce/data/images/comfort_grill_series_419.jpg
418,Vintage Black Blender,Sports,104.88,4.2,"Secure fit, lightweight. Highly recommended.",E_commerce/data/images/vintage_black_blender.jpg
419,Pro Controller - Pink Edition,Pet Supplies,294.72,3.7,"Non-slip surface, excellent for yoga. Works well.",E_commerce/data/images/pro_controller_pink_edition.jpg
420,Rugged Cushion Series 633,Electronics,528.89,4.4,Durable and easy to use in the garden. Highly recommended.,E_commerce/data/images/rugged_cushion_series_633.jpg
421,Mini Blue Helmet,Office,203.95,4.1,"Well-balanced, good control. Highly recommended.",E_commerce/data/images/mini_blue_helmet.jpg
422,Stainless Gloves Lite,Beauty,186.86,4.8,Good value. Great support for long runs.,E_commerce/data/images/stainless_gloves_lite.jpg
423,Premium Monitor - Silver Edition,Home & Garden,131.92,4.3,Great support for long runs. Works well.,E_commerce/data/images/premium_monitor_silver_edition.jpg
424,Pro Sleeping Bag - Beige Edition,Gaming,500.29,4.1,Good value. Loud and clear audio.,E_commerce/data/images/pro_sleeping_bag_beige_edition.jpg
425,Polyester Sandals Urban,Books,418.74,4.1,Good value. Keeps me warm in winter.,E_commerce/data/images/polyester_sandals_urban.jpg
426,Cotton Leash Compact,Pet Supplies,217.7,4.2,Kept me up all night reading! Highly recommended.,E_commerce/data/images/cotton_leash_compact.jpg
427,Comfort Chair - Black Edition,Outdoors,238.98,2.6,"Comfortable fit, but color fades after wash. Highly recommended.",E_commerce/data/images/comfort_chair_black_edition.jpg
428,Gloves Pro V3,Electronics,531.31,3.7,"Well-balanced, good control. Would buy again.",E_commerce/data/images/gloves_pro_v3.jpg
429,White Sofa Pro,Books,345.09,3.9,"Beautiful print, true to size. Would buy again.",E_commerce/data/images/white_sofa_pro.jpg
430,Power Bank Mini S18,Pet Supplies,16.99,3.2,"Perfect length, material is soft. Would buy again.",E_commerce/data/images/power_bank_mini_s18.jpg
431,Max Lens - Orange Edition,Sports,161.94,4.0,Good value. Inspirational and practical advice.,E_commerce/data/images/max_lens_orange_edition.jpg
432,Max SSD Series 569,Pet Supplies,265.43,3.4,Kept me up all night reading! Would buy again.,E_commerce/data/images/max_ssd_series_569.jpg
433,Polyester Sleeping Bag Compact,Beauty,170.52,3.6,Loud and clear audio. Would buy again.,E_commerce/data/images/polyester_sleeping_bag_compact.jpg
434,Polyester Lens Modern,Home & Garden,228.8,2.8,"Amazing sound quality, worth every penny!",E_commerce/data/images/polyester_lens_modern.jpg
435,Orange Speaker Urban,Books,146.67,3.2,Stylish and holds water well. Would buy again.,E_commerce/data/images/orange_speaker_urban.jpg
436,Nylon Racket Vintage,Outdoors,126.15,3.5,"Non-slip surface, excellent for yoga.",E_commerce/data/images/nylon_racket_vintage.jpg
437,Travel Drone Series 179,Automotive,197.72,5.0,"Even cooking, easy cleanup.",E_commerce/data/images/travel_drone_series_179.jpg
438,Rugged Blue Drone,Automotive,786.72,4.6,"Good value. Powerful motor, mixes everything smoothly.",E_commerce/data/images/rugged_blue_drone.jpg
439,Max Monitor - Beige Edition,Gaming,781.87,3.7,"Comfortable fit, but color fades after wash. Works well.",E_commerce/data/images/max_monitor_beige_edition.jpg
440,Modern Yellow Mat,Outdoors,478.07,4.4,Gripping story from start to finish. Highly recommended.,E_commerce/data/images/modern_yellow_mat.jpg
441,Speaker Wireless V31,Toys,151.61,3.9,Kept me up all night reading! Would buy again.,E_commerce/data/images/speaker_wireless_v31.jpg
442,Ultra Cushion - Pink Edition,Toys,118.55,3.8,Good value. Stylish and holds water well.,E_commerce/data/images/ultra_cushion_pink_edition.jpg
443,Leather Router Modern,Beauty,46.19,3.3,"Non-slip surface, excellent for yoga. Highly recommended.",E_commerce/data/images/leather_router_modern.jpg
444,Purple Racket Urban,Beauty,140.22,2.5,Gripping story from start to finish.,E_commerce/data/images/purple_racket_urban.jpg
445,Stainless Racket Pro,Pet Supplies,209.67,3.1,"Amazing sound quality, worth every penny. Works well.",E_commerce/data/images/stainless_racket_pro.jpg
446,Vintage Mug Series 635,Home & Garden,381.36,4.3,Keeps me warm in winter.,E_commerce/data/images/vintage_mug_series_635.jpg
447,Cotton Blender Compact,Books,73.89,3.8,"Beautiful print, true to size.",E_commerce/data/images/cotton_blender_compact.jpg
448,Silicone Lens Wireless,Clothing,393.86,3.9,"Perfect length, material is soft. Would buy again.",E_commerce/data/images/silicone_lens_wireless.jpg
449,Vintage Novel Series 642,Health,124.09,3.3,"Beautiful print, true to size. Works well.",E_commerce/data/images/vintage_novel_series_642.jpg
450,Stainless Pen Wireless,Office,440.55,3.5,Kept me up all night reading! Highly recommended.,E_commerce/data/images/stainless_pen_wireless.jpg
451,Brown Chair Travel,Sports,237.8,3.9,"Non-slip surface, excellent for yoga. Would buy again.",E_commerce/data/images/brown_chair_travel.jpg
452,Air Fryer Advanced V38,Beauty,139.97,3.4,Keeps me warm in winter. Highly recommended.,E_commerce/data/images/air_fryer_advanced_v38.jpg
453,Ultra Charger - Black Edition,Toys,32.49,2.5,"Amazing sound quality, worth every penny. Works well.",E_commerce/data/images/ultra_charger_black_edition.jpg
454,Silicone Sleeping Bag Mini,Gaming,168.92,3.5,"Amazing sound quality, worth every penny! Would buy again.",E_commerce/data/images/silicone_sleeping_bag_mini.jpg
455,Purple Chair Smart,Automotive,696.76,3.4,Blocks out all noise effectively. Highly recommended.,E_commerce/data/images/purple_chair_smart.jpg
456,Urban Monitor Series 482,Outdoors,342.22,3.4,"Powerful motor, mixes everything smoothly.",E_commerce/data/images/urban_monitor_series_482.jpg
457,White Controller Smart,Gaming,84.81,4.6,Good value. Loud and clear audio.,E_commerce/data/images/white_controller_smart.jpg
458,Eco Board Game Series 142,Gaming,725.8,2.5,"Even cooking, easy cleanup. Would buy again.",E_commerce/data/images/eco_board_game_series_142.jpg
459,Orange Backpack Performance,Outdoors,372.72,3.4,Good value. Inspirational and practical advice.,E_commerce/data/images/orange_backpack_performance.jpg
460,Cotton Mouse Rugged,Outdoors,333.72,3.6,"Comfortable fit, but color fades after wash. Would buy again.",E_commerce/data/images/cotton_mouse_rugged.jpg
461,Monitor Ultra V47,Gaming,130.91,4.1,"Powerful motor, mixes everything smoothly. Works well.",E_commerce/data/images/monitor_ultra_v47.jpg
462,Classic Pink Lamp,Health,82.52,4.9,Durable and easy to use in the garden.,E_commerce/data/images/classic_pink_lamp.jpg
463,Bottle Advanced X47,Sports,325.43,3.0,"Comfortable fit, but color fades after wash. Highly recommended.",E_commerce/data/images/bottle_advanced_x47.jpg
464,Gold Router Premium,Gaming,195.29,4.3,"Good value. Non-slip surface, excellent for yoga.",E_commerce/data/images/gold_router_premium.jpg
465,Synthetic Speaker Rugged,Books,55.49,4.0,"Amazing sound quality, worth every penny! Would buy again.",E_commerce/data/images/synthetic_speaker_rugged.jpg
466,Comfort Lamp Series 775,Gaming,453.04,4.4,Inspirational and practical advice. Highly recommended.,E_commerce/data/images/comfort_lamp_series_775.jpg
467,Compact Blue Monitor,Clothing,466.8,4.3,Gripping story from start to finish.,E_commerce/data/images/compact_blue_monitor.jpg
468,Mini SSD - Black Edition,Sports,364.93,4.0,"Secure fit, lightweight. Would buy again.",E_commerce/data/images/mini_ssd_black_edition.jpg
469,Pro Silver Keyboard,Beauty,154.1,3.8,Stylish and holds water well. Works well.,E_commerce/data/images/pro_silver_keyboard.jpg
470,Mini White HDD,Outdoors,408.53,4.3,"Good value. Non-slip surface, excellent for yoga.",E_commerce/data/images/mini_white_hdd.jpg
471,Pillow Premium X9,Automotive,575.76,4.0,Blocks out all noise effectively. Highly recommended.,E_commerce/data/images/pillow_premium_x9.jpg
472,Urban Beige Mouse,Gaming,475.59,5.0,"Perfect length, material is soft. Would buy again.",E_commerce/data/images/urban_beige_mouse.jpg
473,Mini Yellow Webcam,Toys,131.72,4.1,Gripping story from start to finish. Works well.,E_commerce/data/images/mini_yellow_webcam.jpg
474,Polyester Board Game Performance,Books,203.61,4.6,"Amazing sound quality, worth every penny! Highly recommended.",E_commerce/data/images/polyester_board_game_performance.jpg
475,Brown Hose Premium,Home & Garden,299.27,5.0,Inspirational and practical advice. Works well.,E_commerce/data/images/brown_hose_premium.jpg
476,Mini Bottle - Gold Edition,Health,101.5,3.8,Loud and clear audio. Works well.,E_commerce/data/images/mini_bottle_gold_edition.jpg
477,T-Shirt Ultra X41,Sports,429.08,3.9,"Well-balanced, good control.",E_commerce/data/images/t_shirt_ultra_x41.jpg
478,Wireless Jacket Series 378,Garden,527.46,3.2,"Non-slip surface, excellent for yoga. Highly recommended.",E_commerce/data/images/wireless_jacket_series_378.jpg
479,Red Camera Wireless,Outdoors,641.08,3.7,Blocks out all noise effectively. Would buy again.,E_commerce/data/images/red_camera_wireless.jpg
480,Wooden Drone Deluxe,Electronics,157.47,3.8,Keeps me warm in winter.,E_commerce/data/images/wooden_drone_deluxe.jpg
481,Wireless Leash Series 708,Clothing,555.67,4.5,"Perfect length, material is soft. Works well.",E_commerce/data/images/wireless_leash_series_708.jpg
482,Deluxe Green Mug,Home & Garden,178.14,3.6,"Well-balanced, good control. Would buy again.",E_commerce/data/images/deluxe_green_mug.jpg
483,Orange Webcam Max,Outdoors,661.43,4.5,"Battery lasts all day, sleek design.",E_commerce/data/images/orange_webcam_max.jpg
484,Urban Sleeping Bag Series 151,Books,456.48,3.2,Good value. Gripping story from start to finish.,E_commerce/data/images/urban_sleeping_bag_series_151.jpg
485,Compact Desk Series 956,Toys,127.1,2.7,Inspirational and practical advice.,E_commerce/data/images/compact_desk_series_956.jpg
486,Advanced Black Watch,Gaming,466.47,4.6,"Good value. Secure fit, lightweight.",E_commerce/data/images/advanced_black_watch.jpg
487,Gold Chair Eco,Home & Garden,425.78,4.8,Good value. Loud and clear audio.,E_commerce/data/images/gold_chair_eco.jpg
488,Pink Headphones Classic,Health,91.85,3.4,Keeps me warm in winter.,E_commerce/data/images/pink_headphones_classic.jpg
489,Max Monitor Series 172,Toys,86.16,3.6,Inspirational and practical advice. Highly recommended.,E_commerce/data/images/max_monitor_series_172.jpg
490,Travel Air Fryer Series 933,Health,237.45,3.5,Inspirational and practical advice. Highly recommended.,E_commerce/data/images/travel_air_fryer_series_933.jpg
491,Lite Gloves Series 217,Electronics,294.03,3.2,"Good value. Non-slip surface, excellent for yoga.",E_commerce/data/images/lite_gloves_series_217.jpg
492,Urban Mascot Series 710,Sports,340.25,3.2,Great support for long runs. Would buy again.,E_commerce/data/images/urban_mascot_series_710.jpg
493,Racket Rugged V29,Gaming,305.67,4.1,"Perfect length, material is soft. Works well.",E_commerce/data/images/racket_rugged_v29.jpg
494,Modern Grey Power Bank,Books,325.17,4.1,"Non-slip surface, excellent for yoga.",E_commerce/data/images/modern_grey_power_bank.jpg
495,Cotton Power Bank Vintage,Beauty,174.48,2.9,Kept me up all night reading. Works well.,E_commerce/data/images/cotton_power_bank_vintage.jpg
496,Grey Tent Travel,Pet Supplies,145.09,3.3,"Good value. Beautiful print, true to size.",E_commerce/data/images/grey_tent_travel.jpg
497,Black Jeans Wireless,Electronics,591.0,3.9,Great support for long runs.,E_commerce/data/images/black_jeans_wireless.jpg
498,Rugged Lantern Series 907,Electronics,517.44,3.8,"Good value. Secure fit, lightweight.",E_commerce/data/images/rugged_lantern_series_907.jpg
499,Eco Sofa - Grey Edition,Beauty,54.98,3.8,Inspirational and practical advice. Would buy again.,E_commerce/data/images/eco_sofa_grey_edition.jpg
500,Hose Pro X8,Beauty,101.49,4.0,Keeps me warm in winter. Works well.,E_commerce/data/images/hose_pro_x8.jpg
501,Performance Nail Clippers Series 724,Health,192.89,4.3,Inspirational and practical advice. Would buy again.,E_commerce/data/images/performance_nail_clippers_series_724.jpg
502,Urban Mug Series 897,Books,280.7,3.9,"Powerful motor, mixes everything smoothly. Works well.",E_commerce/data/images/urban_mug_series_897.jpg
503,Bamboo Jacket Wireless,Kitchen,514.34,4.1,Blocks out all noise effectively. Would buy again.,E_commerce/data/images/bamboo_jacket_wireless.jpg
504,Modern Brown Mouse,Electronics,265.11,3.0,Stylish and holds water well. Works well.,E_commerce/data/images/modern_brown_mouse.jpg
505,Urban Green Leash,Electronics,502.87,4.2,"Battery lasts all day, sleek design. Works well.",E_commerce/data/images/urban_green_leash.jpg
506,Eco Black Action Figure,Kitchen,677.8,4.6,Good value. Blocks out all noise effectively.,E_commerce/data/images/eco_black_action_figure.jpg
507,Brown Sleeping Bag Travel,Kitchen,412.88,2.7,"Comfortable fit, but color fades after wash. Highly recommended.",E_commerce/data/images/brown_sleeping_bag_travel.jpg
508,Travel Hose Series 864,Health,208.22,3.6,Good value. Keeps me warm in winter.,E_commerce/data/images/travel_hose_series_864.jpg
509,Wireless Grey SSD,Clothing,238.95,3.8,"Powerful motor, mixes everything smoothly. Would buy again.",E_commerce/data/images/wireless_grey_ssd.jpg
510,Rugged Pen - Yellow Edition,Gaming,592.49,3.8,Recipes are simple and delicious. Would buy again.,E_commerce/data/images/rugged_pen_yellow_edition.jpg
511,SSD Deluxe V21,Kitchen,27.19,3.8,"Secure fit, lightweight. Works well.",E_commerce/data/images/ssd_deluxe_v21.jpg
512,Wireless White Jacket,Home & Garden,564.33,5.0,"Well-balanced, good control.",E_commerce/data/images/wireless_white_jacket.jpg
513,Max Sofa - Gold Edition,Pet Supplies,171.99,4.1,"Secure fit, lightweight.",E_commerce/data/images/max_sofa_gold_edition.jpg
514,Bamboo Tent Advanced,Office,136.09,4.2,"Good value. Comfortable fit, but color fades after wash.",E_commerce/data/images/bamboo_tent_advanced.jpg
515,Premium Green Mascot,Toys,103.43,4.9,"Good value. Battery lasts all day, sleek design.",E_commerce/data/images/premium_green_mascot.jpg
516,Ultra Silver Tent,Sports,460.67,4.0,Gripping story from start to finish.,E_commerce/data/images/ultra_silver_tent.jpg
517,Smart Blue Gloves,Automotive,934.91,4.1,Good value. Loud and clear audio.,E_commerce/data/images/smart_blue_gloves.jpg
518,Classic Board Game Series 602,Automotive,848.73,5.0,Inspirational and practical advice. Highly recommended.,E_commerce/data/images/classic_board_game_series_602.jpg
519,Travel Pillow - Red Edition,Clothing,321.13,4.0,Loud and clear audio.,E_commerce/data/images/travel_pillow_red_edition.jpg
520,Advanced Blender Series 280,Garden,399.83,3.7,Durable and easy to use in the garden. Works well.,E_commerce/data/images/advanced_blender_series_280.jpg
521,Lite Beige Blender,Health,218.72,4.0,Gripping story from start to finish. Would buy again.,E_commerce/data/images/lite_beige_blender.jpg
522,Wireless Orange Pet Bed,Office,176.25,3.2,Kept me up all night reading!,E_commerce/data/images/wireless_orange_pet_bed.jpg
523,Rugged SSD - Pink Edition,Home & Garden,356.02,2.9,Blocks out all noise effectively. Would buy again.,E_commerce/data/images/rugged_ssd_pink_edition.jpg
524,Eco Blue Mixers,Clothing,382.47,3.0,Durable and easy to use in the garden.,E_commerce/data/images/eco_blue_mixers.jpg
525,Nylon Sandals Urban,Health,245.34,3.9,"Perfect length, material is soft.",E_commerce/data/images/nylon_sandals_urban.jpg
526,Compact Headphones Series 380,Automotive,193.01,3.7,Recipes are simple and delicious. Would buy again.,E_commerce/data/images/compact_headphones_series_380.jpg
527,Silver Leash Ultra,Clothing,206.25,3.8,"Battery lasts all day, sleek design.",E_commerce/data/images/silver_leash_ultra.jpg
528,Green Grill Rugged,Pet Supplies,65.82,4.1,"Powerful motor, mixes everything smoothly. Highly recommended.",E_commerce/data/images/green_grill_rugged.jpg
529,Urban Purple Mixers,Electronics,520.39,4.3,"Amazing sound quality, worth every penny! Would buy again.",E_commerce/data/images/urban_purple_mixers.jpg
530,Backpack Deluxe X49,Home & Garden,314.37,3.9,"Perfect length, material is soft. Works well.",E_commerce/data/images/backpack_deluxe_x49.jpg
531,Silver Racket Deluxe,Clothing,263.9,3.6,Stylish and holds water well. Works well.,E_commerce/data/images/silver_racket_deluxe.jpg
532,Red Controller Advanced,Automotive,791.93,3.9,Good value. Recipes are simple and delicious.,E_commerce/data/images/red_controller_advanced.jpg
533,Grey Blender Modern,Automotive,785.61,3.7,"Powerful motor, mixes everything smoothly. Highly recommended.",E_commerce/data/images/grey_blender_modern.jpg
534,Pink Lamp Eco,Toys,51.07,3.9,"Beautiful print, true to size. Highly recommended.",E_commerce/data/images/pink_lamp_eco.jpg
535,Deluxe Blender - Green Edition,Health,174.91,3.5,"Good value. Secure fit, lightweight.",E_commerce/data/images/deluxe_blender_green_edition.jpg
536,Compact Nail Clippers - White Edition,Toys,191.02,4.8,Inspirational and practical advice. Highly recommended.,E_commerce/data/images/compact_nail_clippers_white_edition.jpg
537,Mini Brush Series 321,Sports,175.63,4.7,Recipes are simple and delicious. Highly recommended.,E_commerce/data/images/mini_brush_series_321.jpg
538,Mini Lamp Series 252,Beauty,196.23,2.9,Keeps me warm in winter.,E_commerce/data/images/mini_lamp_series_252.jpg
539,Performance Action Figure Series 917,Toys,104.1,4.1,"Perfect length, material is soft. Highly recommended.",E_commerce/data/images/performance_action_figure_series_917.jpg
540,Stainless Watch Wireless,Beauty,40.74,3.7,"Even cooking, easy cleanup.",E_commerce/data/images/stainless_watch_wireless.jpg
541,Advanced Power Bank - Gold Edition,Health,144.65,4.8,Good value. Gripping story from start to finish.,E_commerce/data/images/advanced_power_bank_gold_edition.jpg
542,Mouse Premium X45,Gaming,551.59,5.0,Gripping story from start to finish. Would buy again.,E_commerce/data/images/mouse_premium_x45.jpg
543,Premium SSD Series 472,Gaming,378.28,4.1,"Battery lasts all day, sleek design. Would buy again.",E_commerce/data/images/premium_ssd_series_472.jpg
544,Beige Board Game Lite,Pet Supplies,164.19,4.4,"Even cooking, easy cleanup. Highly recommended.",E_commerce/data/images/beige_board_game_lite.jpg
545,Wooden Pen Eco,Kitchen,57.03,3.8,Keeps me warm in winter. Would buy again.,E_commerce/data/images/wooden_pen_eco.jpg
546,Max Mug Series 794,Garden,376.36,4.0,"Battery lasts all day, sleek design. Works well.",E_commerce/data/images/max_mug_series_794.jpg
547,Green Headphones Max,Sports,443.75,3.9,"Good value. Non-slip surface, excellent for yoga.",E_commerce/data/images/green_headphones_max.jpg
548,Vintage Webcam - Pink Edition,Office,20.53,3.8,"Even cooking, easy cleanup. Works well.",E_commerce/data/images/vintage_webcam_pink_edition.jpg
549,Lamp Rugged S34,Office,228.18,3.6,"Non-slip surface, excellent for yoga. Highly recommended.",E_commerce/data/images/lamp_rugged_s34.jpg
550,Stainless Camera Smart,Kitchen,213.38,3.2,"Battery lasts all day, sleek design. Highly recommended.",E_commerce/data/images/stainless_camera_smart.jpg
551,White Headphones Ultra,Garden,270.12,3.8,"Comfortable fit, but color fades after wash. Works well.",E_commerce/data/images/white_headphones_ultra.jpg
552,Ultra Pink Mug,Beauty,184.88,3.6,Good value. Great support for long runs.,E_commerce/data/images/ultra_pink_mug.jpg
553,Premium Controller - Blue Edition,Gaming,711.34,3.9,"Even cooking, easy cleanup. Highly recommended.",E_commerce/data/images/premium_controller_blue_edition.jpg
554,Modern Yellow HDD,Kitchen,114.81,4.1,Kept me up all night reading! Would buy again.,E_commerce/data/images/modern_yellow_hdd.jpg
555,Eco Watch - Yellow Edition,Garden,125.14,4.1,Stylish and holds water well. Highly recommended.,E_commerce/data/images/eco_watch_yellow_edition.jpg
556,Sleeping Bag Lite S6,Clothing,357.77,3.8,Keeps me warm in winter.,E_commerce/data/images/sleeping_bag_lite_s6.jpg
557,Essential Power Bank Series 974,Gaming,385.37,3.6,"Secure fit, lightweight. Would buy again.",E_commerce/data/images/essential_power_bank_series_974.jpg
558,Beige Grill Deluxe,Sports,412.55,4.6,"Powerful motor, mixes everything smoothly. Highly recommended.",E_commerce/data/images/beige_grill_deluxe.jpg
559,Racket Modern X31,Garden,592.12,4.3,"Powerful motor, mixes everything smoothly. Works well.",E_commerce/data/images/racket_modern_x31.jpg
560,Pink Power Bank Compact,Toys,168.13,3.4,"Non-slip surface, excellent for yoga. Would buy again.",E_commerce/data/images/pink_power_bank_compact.jpg
561,Beige Lantern Comfort,Books,168.2,3.9,"Good value. Non-slip surface, excellent for yoga.",E_commerce/data/images/beige_lantern_comfort.jpg
562,Comfort Blue Headphones,Electronics,499.17,3.6,"Powerful motor, mixes everything smoothly. Works well.",E_commerce/data/images/comfort_blue_headphones.jpg
563,Leather Mat Comfort,Office,89.8,3.1,Great support for long runs. Works well.,E_commerce/data/images/leather_mat_comfort.jpg
564,Bamboo Grill Pro,Electronics,268.75,4.1,"Perfect length, material is soft. Highly recommended.",E_commerce/data/images/bamboo_grill_pro.jpg
565,Max Helmet - Silver Edition,Kitchen,563.92,3.2,"Beautiful print, true to size.",E_commerce/data/images/max_helmet_silver_edition.jpg
566,Wooden Racket Modern,Outdoors,273.65,3.8,"Battery lasts all day, sleek design.",E_commerce/data/images/wooden_racket_modern.jpg
567,Ultra Pet Bed - White Edition,Home & Garden,502.22,4.1,Inspirational and practical advice.,E_commerce/data/images/ultra_pet_bed_white_edition.jpg
568,Leather Mascot Advanced,Toys,69.2,3.0,"Well-balanced, good control. Would buy again.",E_commerce/data/images/leather_mascot_advanced.jpg
569,Beige Keyboard Premium,Kitchen,107.53,4.6,"Non-slip surface, excellent for yoga. Highly recommended.",E_commerce/data/images/beige_keyboard_premium.jpg
570,Ultra Grey HDD,Home & Garden,469.32,4.0,Durable and easy to use in the garden. Works well.,E_commerce/data/images/ultra_grey_hdd.jpg
571,Jeans Lite V8,Clothing,282.16,4.3,"Beautiful print, true to size.",E_commerce/data/images/jeans_lite_v8.jpg
572,Ultra Webcam - Purple Edition,Sports,325.83,3.8,"Even cooking, easy cleanup.",E_commerce/data/images/ultra_webcam_purple_edition.jpg
573,Deluxe Helmet - Green Edition,Outdoors,87.11,3.2,Blocks out all noise effectively. Works well.,E_commerce/data/images/deluxe_helmet_green_edition.jpg
574,Modern SSD Series 209,Pet Supplies,130.11,3.8,Loud and clear audio.,E_commerce/data/images/modern_ssd_series_209.jpg
575,Polyester Gloves Max,Health,171.57,3.1,Good value. Durable and easy to use in the garden.,E_commerce/data/images/polyester_gloves_max.jpg
576,Keyboard Advanced X15,Books,233.28,4.9,Good value. Gripping story from start to finish.,E_commerce/data/images/keyboard_advanced_x15.jpg
577,Essential SSD Series 603,Office,224.65,4.0,Good value. Great support for long runs.,E_commerce/data/images/essential_ssd_series_603.jpg
578,Leather Helmet Modern,Toys,48.05,4.4,Good value. Recipes are simple and delicious.,E_commerce/data/images/leather_helmet_modern.jpg
579,Bamboo Power Bank Comfort,Pet Supplies,228.11,3.4,Good value. Kept me up all night reading!,E_commerce/data/images/bamboo_power_bank_comfort.jpg
580,Smart Lantern Series 210,Outdoors,358.15,4.0,Durable and easy to use in the garden.,E_commerce/data/images/smart_lantern_series_210.jpg
581,Lite T-Shirt - Brown Edition,Garden,202.9,3.5,Gripping story from start to finish. Would buy again.,E_commerce/data/images/lite_t_shirt_brown_edition.jpg
582,Mouse Comfort X32,Kitchen,197.93,2.9,Inspirational and practical advice.,E_commerce/data/images/mouse_comfort_x32.jpg
583,Pro Lens Series 560,Kitchen,332.57,4.5,"Good value. Battery lasts all day, sleek design.",E_commerce/data/images/pro_lens_series_560.jpg
584,Ultra Lens - Beige Edition,Toys,103.21,3.9,Good value. Blocks out all noise effectively.,E_commerce/data/images/ultra_lens_beige_edition.jpg
585,Compact Vacuum Series 369,Outdoors,439.52,3.6,"Comfortable fit, but color fades after wash. Highly recommended.",E_commerce/data/images/compact_vacuum_series_369.jpg
586,Essential Controller - Silver Edition,Garden,211.34,3.4,"Good value. Beautiful print, true to size.",E_commerce/data/images/essential_controller_silver_edition.jpg
587,Pro White Novel,Beauty,182.97,3.2,Loud and clear audio. Highly recommended.,E_commerce/data/images/pro_white_novel.jpg
588,Lantern Vintage X37,Clothing,560.56,3.0,"Even cooking, easy cleanup.",E_commerce/data/images/lantern_vintage_x37.jpg
589,Travel Grey Charger,Beauty,141.26,3.2,Loud and clear audio. Highly recommended.,E_commerce/data/images/travel_grey_charger.jpg
590,Blender Wireless S5,Automotive,237.66,3.6,"Good value. Even cooking, easy cleanup.",E_commerce/data/images/blender_wireless_s5.jpg
591,Watch Eco S7,Kitchen,249.05,4.0,Gripping story from start to finish. Works well.,E_commerce/data/images/watch_eco_s7.jpg
592,Wireless Mug Series 420,Outdoors,190.86,3.8,Inspirational and practical advice. Highly recommended.,E_commerce/data/images/wireless_mug_series_420.jpg
593,Classic Mixers - Gold Edition,Gaming,962.87,4.4,Inspirational and practical advice. Would buy again.,E_commerce/data/images/classic_mixers_gold_edition.jpg
594,Nylon Desk Mini,Garden,282.87,2.9,"Good value. Non-slip surface, excellent for yoga.",E_commerce/data/images/nylon_desk_mini.jpg
595,Leather Air Fryer Premium,Toys,132.75,3.2,Kept me up all night reading! Highly recommended.,E_commerce/data/images/leather_air_fryer_premium.jpg
596,Ultra Novel Series 916,Sports,301.92,3.6,"Comfortable fit, but color fades after wash. Highly recommended.",E_commerce/data/images/ultra_novel_series_916.jpg
597,Notebook Smart X43,Electronics,181.99,3.9,Gripping story from start to finish. Works well.,E_commerce/data/images/notebook_smart_x43.jpg
598,Wireless Camera Series 787,Automotive,944.87,4.2,Durable and easy to use in the garden. Would buy again.,E_commerce/data/images/wireless_camera_series_787.jpg
599,Router Performance S50,Pet Supplies,79.28,4.3,Durable and easy to use in the garden. Works well.,E_commerce/data/images/router_performance_s50.jpg
600,Silver Controller Modern,Beauty,37.41,3.7,"Even cooking, easy cleanup.",E_commerce/data/images/silver_controller_modern.jpg
601,Vintage Headphones Series 424,Health,207.99,4.5,"Beautiful print, true to size. Works well.",E_commerce/data/images/vintage_headphones_series_424.jpg
602,Rugged Pet Bed - Blue Edition,Clothing,566.98,4.0,Kept me up all night reading. Works well.,E_commerce/data/images/rugged_pet_bed_blue_edition.jpg
603,Essential Orange Brush,Office,455.8,3.5,Recipes are simple and delicious. Works well.,E_commerce/data/images/essential_orange_brush.jpg
604,Compact Brown Charger,Home & Garden,178.94,4.0,Good value. Loud and clear audio.,E_commerce/data/images/compact_brown_charger.jpg
605,Max Notebook Series 618,Gaming,610.07,5.0,"Secure fit, lightweight.",E_commerce/data/images/max_notebook_series_618.jpg
